@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
2883,'2017/02/24 12:03:19:759',19,0.021264,0,0,0,1,0,0.636877
2884,'2017/02/24 12:03:19:777',19,0.021264,0,0,0,1,0,0.636877
2885,'2017/02/24 12:03:19:792',19,0,0,0,0,1,0,0.636877
2886,'2017/02/24 12:03:19:809',19,0,0,0,0,1,0,0.636877
2887,'2017/02/24 12:03:19:826',19,0,0,0,0,1,0,0.636877
2888,'2017/02/24 12:03:19:842',19,0,0,0,0,1,0,0.636877
2889,'2017/02/24 12:03:19:860',19,0,0,0,0,1,0,0.636877
2890,'2017/02/24 12:03:19:875',19,0,0,0,0,1,0,0.636877
2891,'2017/02/24 12:03:19:893',19,0,0,0,0,1,0,0.636877
2892,'2017/02/24 12:03:19:909',19,0,0,0,0,1,0,0.636877
2893,'2017/02/24 12:03:19:925',19,0,0,0,0,1,0,0.636877
2894,'2017/02/24 12:03:19:943',19,0,0,0,0,1,0,0.636877
2895,'2017/02/24 12:03:19:959',19,0,0,0,0,1,0,0.636877
2896,'2017/02/24 12:03:19:975',19,0,0,0,0,1,0,0.636877
2897,'2017/02/24 12:03:19:993',19,0,0,0,0,1,0,0.636877
2898,'2017/02/24 12:03:20:010',19,0.137715,0,0,0,1,0,0.636877
2899,'2017/02/24 12:03:20:027',19,0.137715,0,0,0,1,0,0.636877
2900,'2017/02/24 12:03:20:043',19,0.137715,0,0,0,1,0,0.636877
2901,'2017/02/24 12:03:20:060',19,0.162924,0,0,0,1,0,0.636877
2902,'2017/02/24 12:03:20:078',19,0.162924,0,0,0,1,0,0.636877
2903,'2017/02/24 12:03:20:093',19,0.167349,0,0,0,1,0,0.636877
2904,'2017/02/24 12:03:20:109',19,0.167349,0,0,0,1,0,0.636877
2905,'2017/02/24 12:03:20:126',19,0.167349,0,0,0,1,0,0.636877
2906,'2017/02/24 12:03:20:144',19,0.167349,0,0,0,1,0,0.636877
2907,'2017/02/24 12:03:20:161',19,0.118613,0,0,0,1,0,0.636877
2908,'2017/02/24 12:03:20:176',19,0.118613,0,0,0,1,0,0.636877
2909,'2017/02/24 12:03:20:193',19,0.118613,0,0,0,1,0,0.636877
2910,'2017/02/24 12:03:20:210',19,0.07385,0,0,0,1,0,0.636877
2911,'2017/02/24 12:03:20:226',19,0.07385,0,0,0,1,0,0.636877
2912,'2017/02/24 12:03:20:243',19,0,0,0,0,1,0,0.636877
2913,'2017/02/24 12:03:20:260',19,0,0,0,0,1,0,0.636877
2914,'2017/02/24 12:03:20:277',19,0,0,0,0,1,0,0.636877
2915,'2017/02/24 12:03:20:295',19,0,0,0,0,1,0,0.636877
2916,'2017/02/24 12:03:20:309',19,0,0,0,0,1,0,0.636877
2917,'2017/02/24 12:03:20:327',19,0,0,0,0,1,0,0.636877
2918,'2017/02/24 12:03:20:343',19,0,0,0,0,1,0,0.636877
2919,'2017/02/24 12:03:20:361',19,0,0,0,0,1,0,0.636877
2920,'2017/02/24 12:03:20:377',19,0,0,0,0,1,0,0.636877
2921,'2017/02/24 12:03:20:396',19,0,0,0,0,1,0,0.636877
2922,'2017/02/24 12:03:20:410',19,0,0,0,0,1,0,0.636877
2923,'2017/02/24 12:03:20:427',19,0,0,0,0,1,0,0.636877
2924,'2017/02/24 12:03:20:444',19,0,0,0,8.019554,1,0,0.636877
2925,'2017/02/24 12:03:20:460',19,0,0,0,8.019554,1,0,0.636877
2926,'2017/02/24 12:03:20:477',19,0,0,0,8.019554,1,0,0.636877
2927,'2017/02/24 12:03:20:493',19,0,0,0,8.019554,1,0,0.636877
2928,'2017/02/24 12:03:20:511',19,0.596183,0,0,17.480722,1,0,0.636877
2929,'2017/02/24 12:03:20:528',19,0.596183,0,0,17.480722,1,0,0.636877
2930,'2017/02/24 12:03:20:545',19,0.641887,0,0,19.739157,1,0,0.636877
2931,'2017/02/24 12:03:20:562',19,0.641887,0,0,19.739157,1,0,0.636877
2932,'2017/02/24 12:03:20:577',19,0.641887,0,0,19.739157,1,0,0.636877
2933,'2017/02/24 12:03:20:595',19,0.66482,0,0,20.149908,1,0,0.636877
2934,'2017/02/24 12:03:20:611',19,0.66482,0,0,20.149908,1,0,0.636877
2935,'2017/02/24 12:03:20:627',19,0.66482,0,0,20.149908,1,0,0.636877
2936,'2017/02/24 12:03:20:644',19,0.66482,0,0,20.149908,1,0,0.636877
2937,'2017/02/24 12:03:20:661',19,0.67043,0,0,20.53779,1,0,0.636877
2938,'2017/02/24 12:03:20:677',19,0.67043,0,0,20.53779,1,0,0.636877
2939,'2017/02/24 12:03:20:696',19,0.696275,0,0,20.5772,1,0,0.636877
2940,'2017/02/24 12:03:20:711',19,0.696275,0,0,20.5772,1,0,0.636877
2941,'2017/02/24 12:03:20:728',19,0.696275,0,0,20.5772,1,0,0.636877
2942,'2017/02/24 12:03:20:746',19,0.693412,0,0,20.5826,1,0,0.636877
2943,'2017/02/24 12:03:20:761',19,0.693412,0,0,20.5826,1,0,0.636877
2944,'2017/02/24 12:03:20:778',19,0.693412,0,0,20.5826,1,0,0.636877
2945,'2017/02/24 12:03:20:795',19,0.693412,0,0,20.5826,1,0,0.636877
2946,'2017/02/24 12:03:20:812',19,0.738117,0,0,20.699284,1,0,0.636877
2947,'2017/02/24 12:03:20:828',19,0.738117,0,0,20.699284,1,0,0.636877
2948,'2017/02/24 12:03:20:845',19,0.761673,0,0,20.722094,1,0,0.636877
2949,'2017/02/24 12:03:20:861',19,0.761673,0,0,20.722094,1,0,0.636877
2950,'2017/02/24 12:03:20:878',19,0.761673,0,0,20.722094,1,0,0.636877
2951,'2017/02/24 12:03:20:896',19,0.780313,0,0,20.740692,1,0,0.636877
2952,'2017/02/24 12:03:20:912',19,0.780313,0,0,20.740692,1,0,0.636877
2953,'2017/02/24 12:03:20:928',19,0.780313,0,0,20.740692,1,0,0.636877
2954,'2017/02/24 12:03:20:945',19,0.780313,0,0,20.740692,1,0,0.636877
2955,'2017/02/24 12:03:20:963',19,0.912271,0,0,20.754835,1,0,0.636877
2956,'2017/02/24 12:03:20:978',19,0.912271,0,0,20.754835,1,0,0.636877
2957,'2017/02/24 12:03:20:998',19,0.872385,0,0,21.012373,1,0,0.636877
2958,'2017/02/24 12:03:21:014',19,0.872385,0,0,21.012373,1,0,0.636877
2959,'2017/02/24 12:03:21:028',19,0.872385,0,0,21.012373,1,0,0.636877
2960,'2017/02/24 12:03:21:047',19,1.014575,0,0,21.061785,1,0,0.636877
2961,'2017/02/24 12:03:21:063',19,1.014575,0,0,21.061785,1,0,0.636877
2962,'2017/02/24 12:03:21:078',19,1.014575,0,0,21.061785,1,0,0.636877
2963,'2017/02/24 12:03:21:096',19,1.014575,0,0,21.061785,1,0,0.636877
2964,'2017/02/24 12:03:21:113',19,1.232936,0,0,21.076187,1,0,0.636877
2965,'2017/02/24 12:03:21:129',19,1.232936,0,0,21.076187,1,0,0.636877
2966,'2017/02/24 12:03:21:147',19,2.262818,0,0,21.088999,1,0,0.636877
2967,'2017/02/24 12:03:30:505',20,23.205078,0,0,0,2,0,0.636877
2968,'2017/02/24 12:03:30:521',20,23.205078,0,0,0,2,0,0.636877
2969,'2017/02/24 12:03:30:538',20,23.205078,0,0,0,2,0,0.636877
2970,'2017/02/24 12:03:30:556',20,22.814653,0,0,0,2,0,0.636877
2971,'2017/02/24 12:03:30:571',20,22.814653,0,0,0,2,0,0.636877
2972,'2017/02/24 12:03:30:588',20,28.79829,0,0,0,2,0,0.636877
2973,'2017/02/24 12:03:30:605',20,28.79829,0,0,0,2,0,0.636877
2974,'2017/02/24 12:03:30:621',20,28.79829,0,0,0,2,0,0.636877
2975,'2017/02/24 12:03:30:638',20,28.79829,0,0,0,2,0,0.636877
2976,'2017/02/24 12:03:30:655',20,29.833887,0,0,0,2,0,0.636877
2977,'2017/02/24 12:03:30:671',20,29.833887,0,0,0,2,0,0.636877
2978,'2017/02/24 12:03:30:690',20,29.833887,0,0,0,2,0,0.636877
2979,'2017/02/24 12:03:30:706',20,30.901922,0,0,0,2,0,0.636877
2980,'2017/02/24 12:03:30:722',20,30.901922,0,0,0,2,0,0.636877
2981,'2017/02/24 12:03:30:738',20,36.98452,0,0,0,2,0,0.636877
2982,'2017/02/24 12:03:30:755',20,36.98452,0,0,0,2,0,0.636877
2983,'2017/02/24 12:03:30:772',20,36.98452,0,0,0,2,0,0.636877
2984,'2017/02/24 12:03:30:789',20,36.98452,0,0,0,2,0,0.636877
2985,'2017/02/24 12:03:30:806',20,42.371113,0,0,0,2,0,0.636877
2986,'2017/02/24 12:03:30:823',20,42.371113,0,0,0,2,0,0.636877
2987,'2017/02/24 12:03:30:839',20,42.371113,0,0,0,2,0,0.636877
2988,'2017/02/24 12:03:30:857',20,44.893387,0,0,0,2,0,0.636877
2989,'2017/02/24 12:03:30:872',20,44.893387,0,0,0,2,0,0.636877
2990,'2017/02/24 12:03:30:890',20,48.346672,0,0,0,2,0,0.636877
2991,'2017/02/24 12:03:30:906',20,48.346672,0,0,0,2,0,0.636877
2992,'2017/02/24 12:03:30:922',20,48.346672,0,0,0,2,0,0.636877
2993,'2017/02/24 12:03:30:938',20,48.346672,0,0,0,2,0,0.636877
2994,'2017/02/24 12:03:30:956',20,49.981632,0,0,0,2,0,0.636877
2995,'2017/02/24 12:03:30:973',20,49.981632,0,0,0,2,0,0.636877
2996,'2017/02/24 12:03:30:991',20,49.981632,0,0,0,2,0,0.636877
2997,'2017/02/24 12:03:31:007',20,55.749619,0,0,0,2,0,0.636877
2998,'2017/02/24 12:03:31:022',20,55.749619,0,0,0,2,0,0.636877
2999,'2017/02/24 12:03:31:039',20,63.415142,0,0,0,2,0,0.636877
3000,'2017/02/24 12:03:31:056',20,63.415142,0,0,0,2,0,0.636877
3001,'2017/02/24 12:03:31:072',20,63.415142,0,0,0,2,0,0.636877
3002,'2017/02/24 12:03:31:089',20,63.415142,0,0,0,2,0,0.636877
3003,'2017/02/24 12:03:31:106',20,64.235313,0,0,0,2,0,0.636877
3004,'2017/02/24 12:03:31:123',20,64.235313,0,0,0,2,0,0.636877
3005,'2017/02/24 12:03:31:139',20,64.235313,0,0,0,2,0,0.636877
3006,'2017/02/24 12:03:31:157',20,65.337959,0,0,0,2,0,0.636877
3007,'2017/02/24 12:03:31:172',20,65.337959,0,0,0,2,0,0.636877
3008,'2017/02/24 12:03:31:191',20,65.502716,0,0,0,2,0,0.636877
3009,'2017/02/24 12:03:31:206',20,65.502716,0,0,0,2,0,0.636877
3010,'2017/02/24 12:03:31:222',20,65.502716,0,0,0,2,0,0.636877
3011,'2017/02/24 12:03:31:239',20,65.502716,0,0,0,2,0,0.636877
3012,'2017/02/24 12:03:31:256',20,121.122284,0,0,0,2,0,0.636877
3013,'2017/02/24 12:03:31:274',20,121.122284,0,0,0,2,0,0.636877
3014,'2017/02/24 12:03:31:289',20,121.122284,0,0,0,2,0,0.636877
3015,'2017/02/24 12:03:31:309',20,131.560257,0,0,0,2,0,0.636877
3016,'2017/02/24 12:03:31:324',20,131.560257,0,0,0,2,0,0.636877
3017,'2017/02/24 12:03:31:341',20,135.643967,0,0,0,2,0,0.636877
3018,'2017/02/24 12:03:31:358',20,135.643967,0,0,0,2,0,0.636877
3019,'2017/02/24 12:03:31:374',20,135.643967,0,0,0,2,0,0.636877
3020,'2017/02/24 12:03:31:390',20,135.643967,0,0,0,2,0,0.636877
3021,'2017/02/24 12:03:31:407',20,136.449219,0,0,0,2,0,0.636877
3022,'2017/02/24 12:03:31:424',20,136.449219,0,0,0,2,0,0.636877
3023,'2017/02/24 12:03:31:440',20,136.449219,0,0,0,2,0,0.636877
3024,'2017/02/24 12:03:31:458',20,136.776993,0,0,0.038438,2,0,0.636877
3025,'2017/02/24 12:03:31:474',20,136.776993,0,0,0.038438,2,0,0.636877
3026,'2017/02/24 12:03:31:490',20,136.923752,0,0,0.253776,2,0,0.636877
3027,'2017/02/24 12:03:31:507',20,136.923752,0,0,0.253776,2,0,0.636877
3028,'2017/02/24 12:03:31:523',20,136.923752,0,0,0.253776,2,0,0.636877
3029,'2017/02/24 12:03:31:540',20,136.923752,0,0,0.253776,2,0,0.636877
3030,'2017/02/24 12:03:31:558',20,136.836075,0,0,0.289686,2,0,0.636877
3031,'2017/02/24 12:03:31:575',20,136.836075,0,0,0.289686,2,0,0.636877
3032,'2017/02/24 12:03:31:590',20,136.836075,0,0,0.289686,2,0,0.636877
3033,'2017/02/24 12:03:31:610',20,138.365753,0,0,0.352002,2,0,0.636877
3034,'2017/02/24 12:03:31:624',20,138.365753,0,0,0.352002,2,0,0.636877
3035,'2017/02/24 12:03:31:642',20,138.792526,0,0,0.642303,2,0,0.636877
3036,'2017/02/24 12:03:31:658',20,138.792526,0,0,0.642303,2,0,0.636877
3037,'2017/02/24 12:03:31:675',20,138.792526,0,0,0.642303,2,0,0.636877
3038,'2017/02/24 12:03:31:691',20,138.792526,0,0,0.642303,2,0,0.636877
3039,'2017/02/24 12:03:31:708',20,140.689789,0,0,0.883731,2,0,0.636877
3040,'2017/02/24 12:03:31:724',20,140.689789,0,0,0.883731,2,0,0.636877
3041,'2017/02/24 12:03:31:740',20,140.689789,0,0,0.883731,2,0,0.636877
3042,'2017/02/24 12:03:31:758',20,139.462112,0,0,0.934147,2,0,0.636877
3043,'2017/02/24 12:03:31:774',20,139.462112,0,0,0.934147,2,0,0.636877
3044,'2017/02/24 12:03:31:791',20,137.859177,0,0,1.022723,2,0,0.636877
3045,'2017/02/24 12:03:31:808',20,137.859177,0,0,1.022723,2,0,0.636877
3046,'2017/02/24 12:03:31:824',20,137.859177,0,0,1.022723,2,0,0.636877
3047,'2017/02/24 12:03:31:841',20,137.859177,0,0,1.022723,2,0,0.636877
3048,'2017/02/24 12:03:31:858',20,137.173843,0,0,1.083725,2,0,0.636877
3049,'2017/02/24 12:03:31:875',20,137.173843,0,0,1.083725,2,0,0.636877
3050,'2017/02/24 12:03:31:891',20,137.173843,0,0,1.083725,2,0,0.636877
3051,'2017/02/24 12:03:31:908',20,135.995331,0,0,1.299347,2,0,0.636877
3052,'2017/02/24 12:03:31:926',20,135.995331,0,0,1.299347,2,0,0.636877
3053,'2017/02/24 12:03:31:942',20,135.59874,0,0,1.310608,2,0,0.636877
3054,'2017/02/24 12:03:31:958',20,135.59874,0,0,1.310608,2,0,0.636877
3055,'2017/02/24 12:03:31:974',20,135.59874,0,0,1.310608,2,0,0.636877
3056,'2017/02/24 12:03:31:991',20,135.59874,0,0,1.310608,2,0,0.636877
3057,'2017/02/24 12:03:32:009',20,133.258072,0,0,1.223683,2,0,0.636877
3058,'2017/02/24 12:03:32:025',20,133.258072,0,0,1.223683,2,0,0.636877
3059,'2017/02/24 12:03:32:041',20,133.258072,0,0,1.223683,2,0,0.636877
3060,'2017/02/24 12:03:32:059',20,129.758926,0,0,1.245435,2,0,0.636877
3061,'2017/02/24 12:03:32:075',20,129.758926,0,0,1.245435,2,0,0.636877
3062,'2017/02/24 12:03:32:093',20,129.388138,0,0,1.234406,2,0,0.636877
3063,'2017/02/24 12:03:32:109',20,129.388138,0,0,1.234406,2,0,0.636877
3064,'2017/02/24 12:03:32:125',20,129.388138,0,0,1.234406,2,0,0.636877
3065,'2017/02/24 12:03:32:142',20,129.388138,0,0,1.234406,2,0,0.636877
3066,'2017/02/24 12:03:32:159',20,128.809448,0,0,1.238616,2,0,0.636877
3067,'2017/02/24 12:03:32:176',20,128.809448,0,0,1.238616,2,0,0.636877
3068,'2017/02/24 12:03:32:192',20,128.809448,0,0,1.238616,2,0,0.636877
3069,'2017/02/24 12:03:32:209',20,128.706802,0,0,1.174098,2,0,0.636877
3070,'2017/02/24 12:03:32:226',20,128.706802,0,0,1.174098,2,0,0.636877
3071,'2017/02/24 12:03:32:244',20,86.028961,0,0,1.16473,2,0,0.636877
3072,'2017/02/24 12:03:32:259',20,86.028961,0,0,1.16473,2,0,0.636877
3073,'2017/02/24 12:03:32:275',20,86.028961,0,0,1.16473,2,0,0.636877
3074,'2017/02/24 12:03:32:293',20,86.028961,0,0,1.16473,2,0,0.636877
3075,'2017/02/24 12:03:32:309',20,74.042259,0,0,1.138233,2,0,0.636877
3076,'2017/02/24 12:03:32:326',20,74.042259,0,0,1.138233,2,0,0.636877
3077,'2017/02/24 12:03:32:343',20,74.042259,0,0,1.138233,2,0,0.636877
3078,'2017/02/24 12:03:32:360',20,68.533249,0,0,1.127497,2,0,0.636877
3079,'2017/02/24 12:03:32:376',20,68.533249,0,0,1.127497,2,0,0.636877
3080,'2017/02/24 12:03:32:393',20,67.232254,0,0,1.125642,2,0,0.636877
3081,'2017/02/24 12:03:32:409',20,67.232254,0,0,1.125642,2,0,0.636877
3082,'2017/02/24 12:03:32:426',20,67.232254,0,0,1.125642,2,0,0.636877
3083,'2017/02/24 12:03:32:443',20,67.232254,0,0,1.125642,2,0,0.636877
3084,'2017/02/24 12:03:32:460',20,67.262619,0,0,1.129405,2,0,0.636877
3085,'2017/02/24 12:03:32:477',20,67.262619,0,0,1.129405,2,0,0.636877
3086,'2017/02/24 12:03:32:493',20,67.262619,0,0,1.129405,2,0,0.636877
3087,'2017/02/24 12:03:32:511',20,66.961777,0,0,1.128811,2,0,0.636877
3088,'2017/02/24 12:03:32:526',20,66.961777,0,0,1.128811,2,0,0.636877
3089,'2017/02/24 12:03:32:545',20,67.260086,0,0,1.200423,2,0,0.636877
3090,'2017/02/24 12:03:32:560',20,67.260086,0,0,1.200423,2,0,0.636877
3091,'2017/02/24 12:03:32:577',20,67.260086,0,0,1.200423,2,0,0.636877
3092,'2017/02/24 12:03:32:593',20,67.260086,0,0,1.200423,2,0,0.636877
3093,'2017/02/24 12:03:32:610',20,60.977943,0,0,1.159016,2,0,0.636877
3094,'2017/02/24 12:03:32:627',20,60.977943,0,0,1.159016,2,0,0.636877
3095,'2017/02/24 12:03:32:643',20,60.977943,0,0,1.159016,2,0,0.636877
3096,'2017/02/24 12:03:32:660',20,60.241268,0,0,0.999017,2,0,0.636877
3097,'2017/02/24 12:03:32:677',20,60.241268,0,0,0.999017,2,0,0.636877
3098,'2017/02/24 12:03:32:695',20,54.768333,0,0,0.811303,2,0,0.636877
3099,'2017/02/24 12:03:32:710',20,54.768333,0,0,0.811303,2,0,0.636877
3100,'2017/02/24 12:03:32:726',20,54.768333,0,0,0.811303,2,0,0.636877
3101,'2017/02/24 12:03:32:744',20,54.768333,0,0,0.811303,2,0,0.636877
3102,'2017/02/24 12:03:32:761',20,53.649067,0,0,0.770889,2,0,0.636877
3103,'2017/02/24 12:03:32:777',20,53.649067,0,0,0.770889,2,0,0.636877
3104,'2017/02/24 12:03:32:794',20,53.649067,0,0,0.770889,2,0,0.636877
3105,'2017/02/24 12:03:32:811',20,53.489578,0,0,0.604402,2,0,0.636877
3106,'2017/02/24 12:03:32:828',20,53.489578,0,0,0.604402,2,0,0.636877
3107,'2017/02/24 12:03:32:844',20,53.580387,0,0,0.516519,2,0,0.636877
3108,'2017/02/24 12:03:32:862',20,53.580387,0,0,0.516519,2,0,0.636877
3109,'2017/02/24 12:03:32:878',20,53.580387,0,0,0.516519,2,0,0.636877
3110,'2017/02/24 12:03:32:895',20,53.705917,0,0,0.280327,2,0,0.636877
3111,'2017/02/24 12:03:32:911',20,53.705917,0,0,0.280327,2,0,0.636877
3112,'2017/02/24 12:03:32:927',20,53.705917,0,0,0.280327,2,0,0.636877
3113,'2017/02/24 12:03:32:944',20,53.705917,0,0,0.280327,2,0,0.636877
3114,'2017/02/24 12:03:32:961',20,53.212067,0,0,0.270283,2,0,0.636877
3115,'2017/02/24 12:03:32:977',20,53.212067,0,0,0.270283,2,0,0.636877
3116,'2017/02/24 12:03:32:994',20,53.210384,0,0,0.305868,2,0,0.636877
3117,'2017/02/24 12:03:33:011',20,53.210384,0,0,0.305868,2,0,0.636877
3118,'2017/02/24 12:03:33:027',20,53.210384,0,0,0.305868,2,0,0.636877
3119,'2017/02/24 12:03:33:046',20,53.078373,0,0,0.321791,2,0,0.636877
3120,'2017/02/24 12:03:33:061',20,53.078373,0,0,0.321791,2,0,0.636877
3121,'2017/02/24 12:03:33:078',20,53.078373,0,0,0.321791,2,0,0.636877
3122,'2017/02/24 12:03:33:094',20,53.078373,0,0,0.321791,2,0,0.636877
3123,'2017/02/24 12:03:33:112',20,52.783779,0,0,0.344066,2,0,0.636877
3124,'2017/02/24 12:03:33:128',20,52.783779,0,0,0.344066,2,0,0.636877
3125,'2017/02/24 12:03:33:145',20,52.655754,0,0,0.461544,2,0,0.636877
3126,'2017/02/24 12:03:33:163',20,52.655754,0,0,0.461544,2,0,0.636877
3127,'2017/02/24 12:03:33:178',20,52.655754,0,0,0.461544,2,0,0.636877
3128,'2017/02/24 12:03:33:196',20,52.645119,0,0,0.486908,2,0,0.636877
3129,'2017/02/24 12:03:33:211',20,52.645119,0,0,0.486908,2,0,0.636877
3130,'2017/02/24 12:03:33:228',20,52.645119,0,0,0.486908,2,0,0.636877
3131,'2017/02/24 12:03:33:245',20,52.645119,0,0,0.486908,2,0,0.636877
3132,'2017/02/24 12:03:33:262',20,34.513016,0,0,0.50857,2,0,0.636877
3133,'2017/02/24 12:03:33:278',20,34.513016,0,0,0.50857,2,0,0.636877
3134,'2017/02/24 12:03:33:295',20,30.04595,0,0,0.514945,2,0,0.636877
3135,'2017/02/24 12:03:33:312',20,30.04595,0,0,0.514945,2,0,0.636877
3136,'2017/02/24 12:03:33:328',20,30.04595,0,0,0.514945,2,0,0.636877
3137,'2017/02/24 12:03:33:346',20,25.77775,0,0,0.52512,2,0,0.636877
3138,'2017/02/24 12:03:33:362',20,25.77775,0,0,0.52512,2,0,0.636877
3139,'2017/02/24 12:03:33:379',20,25.77775,0,0,0.52512,2,0,0.636877
3140,'2017/02/24 12:03:33:396',20,25.77775,0,0,0.52512,2,0,0.636877
3141,'2017/02/24 12:03:33:412',20,25.261562,0,0,0.534561,2,0,0.636877
3142,'2017/02/24 12:03:33:429',20,25.261562,0,0,0.534561,2,0,0.636877
3143,'2017/02/24 12:03:33:447',20,23.433615,0,0,0.505384,2,0,0.636877
3144,'2017/02/24 12:03:33:463',20,23.433615,0,0,0.505384,2,0,0.636877
3145,'2017/02/24 12:03:33:481',20,23.433615,0,0,0.505384,2,0,0.636877
3146,'2017/02/24 12:03:33:496',20,22.323744,0,0,0.340589,2,0,0.636877
3147,'2017/02/24 12:03:33:512',20,22.323744,0,0,0.340589,2,0,0.636877
3148,'2017/02/24 12:03:33:529',20,22.323744,0,0,0.340589,2,0,0.636877
3149,'2017/02/24 12:03:33:546',20,22.323744,0,0,0.340589,2,0,0.636877
3150,'2017/02/24 12:03:33:563',20,20.885649,0,0,0.213792,2,0,0.636877
3151,'2017/02/24 12:03:33:579',20,20.885649,0,0,0.213792,2,0,0.636877
3152,'2017/02/24 12:03:33:596',20,20.035158,0,0,0.178093,2,0,0.636877
3153,'2017/02/24 12:03:33:613',20,20.035158,0,0,0.178093,2,0,0.636877
3154,'2017/02/24 12:03:33:630',20,20.035158,0,0,0.178093,2,0,0.636877
3155,'2017/02/24 12:03:33:648',20,17.008999,0,0,0.0957,2,0,0.636877
3156,'2017/02/24 12:03:33:664',20,17.008999,0,0,0.0957,2,0,0.636877
3157,'2017/02/24 12:03:33:680',20,17.008999,0,0,0.0957,2,0,0.636877
3158,'2017/02/24 12:03:33:696',20,17.008999,0,0,0.0957,2,0,0.636877
3159,'2017/02/24 12:03:33:713',20,16.569223,0,0,0.045878,2,0,0.636877
3160,'2017/02/24 12:03:33:730',20,16.569223,0,0,0.045878,2,0,0.636877
3161,'2017/02/24 12:03:33:747',20,15.922811,0,0,0.048351,2,0,0.636877
3162,'2017/02/24 12:03:33:763',20,15.922811,0,0,0.048351,2,0,0.636877
3163,'2017/02/24 12:03:33:779',20,15.922811,0,0,0.048351,2,0,0.636877
3164,'2017/02/24 12:03:33:799',20,15.15398,0,0,0.38598,2,0,0.636877
3165,'2017/02/24 12:03:33:813',20,15.15398,0,0,0.38598,2,0,0.636877
3166,'2017/02/24 12:03:33:829',20,15.15398,0,0,0.38598,2,0,0.636877
3167,'2017/02/24 12:03:33:846',20,15.15398,0,0,0.38598,2,0,0.636877
3168,'2017/02/24 12:03:33:864',20,15.631629,0,0,0.383543,2,0,0.636877
3169,'2017/02/24 12:03:33:881',20,15.631629,0,0,0.383543,2,0,0.636877
3170,'2017/02/24 12:03:33:898',20,16.215519,0,0,0.334101,2,0,0.636877
3171,'2017/02/24 12:03:33:914',20,16.215519,0,0,0.334101,2,0,0.636877
3172,'2017/02/24 12:03:33:932',20,16.215519,0,0,0.334101,2,0,0.636877
3173,'2017/02/24 12:03:33:948',20,25.579374,0,0,0.472483,2,0,0.636877
3174,'2017/02/24 12:03:33:965',20,25.579374,0,0,0.472483,2,0,0.636877
3175,'2017/02/24 12:03:33:981',20,25.579374,0,0,0.472483,2,0,0.636877
3176,'2017/02/24 12:03:33:998',20,25.579374,0,0,0.472483,2,0,0.636877
3177,'2017/02/24 12:03:34:015',20,27.256695,0,0,0.390403,2,0,0.636877
3178,'2017/02/24 12:03:34:032',20,27.256695,0,0,0.390403,2,0,0.636877
3179,'2017/02/24 12:03:34:049',20,29.580418,0,0,0.324583,2,0,0.636877
3180,'2017/02/24 12:03:34:064',20,29.580418,0,0,0.324583,2,0,0.636877
3181,'2017/02/24 12:03:34:081',20,29.580418,0,0,0.324583,2,0,0.636877
3182,'2017/02/24 12:03:34:099',20,29.863554,0,0,0.279647,2,0,0.636877
3183,'2017/02/24 12:03:34:114',20,29.863554,0,0,0.279647,2,0,0.636877
3184,'2017/02/24 12:03:34:130',20,29.863554,0,0,0.279647,2,0,0.636877
3185,'2017/02/24 12:03:34:147',20,29.863554,0,0,0.279647,2,0,0.636877
3186,'2017/02/24 12:03:34:164',20,29.925484,0,0,0.150975,2,0,0.636877
3187,'2017/02/24 12:03:34:180',20,29.925484,0,0,0.150975,2,0,0.636877
3188,'2017/02/24 12:03:34:198',20,30.216465,0,0,0.135908,2,0,0.636877
3189,'2017/02/24 12:03:34:215',20,30.216465,0,0,0.135908,2,0,0.636877
3190,'2017/02/24 12:03:34:231',20,30.216465,0,0,0.135908,2,0,0.636877
3191,'2017/02/24 12:03:34:248',20,37.072956,0,0,0.133066,2,0,0.636877
3192,'2017/02/24 12:03:34:264',20,37.072956,0,0,0.133066,2,0,0.636877
3193,'2017/02/24 12:03:34:281',20,37.072956,0,0,0.133066,2,0,0.636877
3194,'2017/02/24 12:03:34:297',20,37.072956,0,0,0.133066,2,0,0.636877
3195,'2017/02/24 12:03:34:315',20,38.49065,0,0,0.119554,2,0,0.636877
3196,'2017/02/24 12:03:34:331',20,38.49065,0,0,0.119554,2,0,0.636877
3197,'2017/02/24 12:03:34:349',20,40.20623,0,0,0.121839,2,0,0.636877
3198,'2017/02/24 12:03:34:365',20,40.20623,0,0,0.121839,2,0,0.636877
3199,'2017/02/24 12:03:34:382',20,40.20623,0,0,0.121839,2,0,0.636877
3200,'2017/02/24 12:03:34:399',20,41.180061,0,0,0.15217,2,0,0.636877
3201,'2017/02/24 12:03:34:416',20,41.180061,0,0,0.15217,2,0,0.636877
3202,'2017/02/24 12:03:34:431',20,41.180061,0,0,0.15217,2,0,0.636877
3203,'2017/02/24 12:03:34:448',20,41.180061,0,0,0.15217,2,0,0.636877
3204,'2017/02/24 12:03:34:465',20,41.408257,0,0,0.17049,2,0,0.636877
