@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1694,'2017/02/24 11:44:49:366',15,11.584201,0,0,13.225115,?,?,?
1695,'2017/02/24 11:44:49:383',15,11.584201,0,0,13.225115,?,?,?
1696,'2017/02/24 11:44:49:399',15,11.289884,0,0,13.131113,?,?,?
1697,'2017/02/24 11:44:49:417',15,11.289884,0,0,13.131113,?,?,?
1698,'2017/02/24 11:44:49:433',15,11.289884,0,0,13.131113,?,?,?
1699,'2017/02/24 11:44:49:450',15,11.289884,0,0,13.131113,?,?,?
1700,'2017/02/24 11:44:49:467',15,11.970329,0,0,13.094394,?,?,?
1701,'2017/02/24 11:44:49:487',15,11.970329,0,0,13.094394,?,?,?
1702,'2017/02/24 11:44:49:501',15,11.939453,0,0,13.070521,?,?,?
1703,'2017/02/24 11:44:49:520',15,11.939453,0,0,13.070521,?,?,?
1704,'2017/02/24 11:44:49:535',15,11.939453,0,0,13.070521,?,?,?
1705,'2017/02/24 11:44:49:553',15,12.186374,0,0,12.60387,?,?,?
1706,'2017/02/24 11:44:49:568',15,12.186374,0,0,12.60387,?,?,?
1707,'2017/02/24 11:44:49:584',15,12.186374,0,0,12.60387,?,?,?
1708,'2017/02/24 11:44:49:602',15,12.186374,0,0,12.60387,?,?,?
1709,'2017/02/24 11:44:49:631',15,12.146314,0,0,12.13706,?,?,?
1710,'2017/02/24 11:44:49:658',15,12.508573,0,0,12.034716,?,?,?
1711,'2017/02/24 11:44:49:677',15,12.508573,0,0,12.034716,?,?,?
1712,'2017/02/24 11:44:49:693',15,12.508573,0,0,12.034716,?,?,?
1713,'2017/02/24 11:44:49:710',15,13.088916,0,0,11.870747,?,?,?
1714,'2017/02/24 11:44:49:725',15,13.088916,0,0,11.870747,?,?,?
1715,'2017/02/24 11:44:49:741',15,13.088916,0,0,11.870747,?,?,?
1716,'2017/02/24 11:44:49:758',15,13.839379,0,0,11.742664,?,?,?
1717,'2017/02/24 11:44:49:774',15,13.839379,0,0,11.742664,?,?,?
1718,'2017/02/24 11:44:49:791',15,14.517039,0,0,11.291787,?,?,?
1719,'2017/02/24 11:44:49:807',15,14.517039,0,0,11.291787,?,?,?
1720,'2017/02/24 11:44:49:823',15,14.517039,0,0,11.291787,?,?,?
1721,'2017/02/24 11:44:49:839',15,14.517039,0,0,11.291787,?,?,?
1722,'2017/02/24 11:44:49:858',15,14.87459,0,0,10.308815,?,?,?
1723,'2017/02/24 11:44:49:873',15,14.87459,0,0,10.308815,?,?,?
1724,'2017/02/24 11:44:49:889',15,14.87459,0,0,10.308815,?,?,?
1725,'2017/02/24 11:44:49:906',15,14.87459,0,0,10.308815,?,?,?
1726,'2017/02/24 11:44:49:923',15,15.33285,0,0,9.676548,?,?,?
1727,'2017/02/24 11:44:49:940',15,16.007622,0,0,4.470444,?,?,?
1728,'2017/02/24 11:44:49:956',15,16.007622,0,0,4.470444,?,?,?
1729,'2017/02/24 11:44:49:972',15,16.007622,0,0,4.470444,?,?,?
1730,'2017/02/24 11:44:49:989',15,16.007622,0,0,4.470444,?,?,?
1731,'2017/02/24 11:44:50:006',15,16.44253,0,0,2.096997,?,?,?
1732,'2017/02/24 11:44:50:023',15,16.44253,0,0,2.096997,?,?,?
1733,'2017/02/24 11:44:50:039',15,16.44253,0,0,2.096997,?,?,?
1734,'2017/02/24 11:44:50:055',15,16.44253,0,0,2.096997,?,?,?
1735,'2017/02/24 11:44:50:072',15,16.232283,0,0,1.582321,?,?,?
1736,'2017/02/24 11:44:50:088',15,16.232283,0,0,1.582321,?,?,?
1737,'2017/02/24 11:44:50:104',15,16.392506,0,0,1.288286,?,?,?
1738,'2017/02/24 11:44:50:120',15,16.392506,0,0,1.288286,?,?,?
1739,'2017/02/24 11:44:50:137',15,16.392506,0,0,1.288286,?,?,?
1740,'2017/02/24 11:44:50:155',15,15.685957,0,0,1.086863,?,?,?
1741,'2017/02/24 11:44:50:171',15,15.685957,0,0,1.086863,?,?,?
1742,'2017/02/24 11:44:50:187',15,15.685957,0,0,1.086863,?,?,?
1743,'2017/02/24 11:44:50:203',15,15.685957,0,0,1.086863,?,?,?
1744,'2017/02/24 11:44:50:220',15,15.631398,0,0,0.841438,?,?,?
1745,'2017/02/24 11:44:50:235',15,15.631398,0,0,0.841438,?,?,?
1746,'2017/02/24 11:44:50:252',15,15.602608,0,0,0.84312,?,?,?
1747,'2017/02/24 11:44:50:270',15,15.602608,0,0,0.84312,?,?,?
1748,'2017/02/24 11:44:50:286',15,15.602608,0,0,0.84312,?,?,?
1749,'2017/02/24 11:44:50:303',15,14.899994,0,0,0.83578,?,?,?
1750,'2017/02/24 11:44:50:319',15,14.899994,0,0,0.83578,?,?,?
1751,'2017/02/24 11:44:50:335',15,14.899994,0,0,0.83578,?,?,?
1752,'2017/02/24 11:44:50:352',15,14.899994,0,0,0.83578,?,?,?
1753,'2017/02/24 11:44:50:369',15,15.103903,0,0,0.810253,?,?,?
1754,'2017/02/24 11:44:50:388',15,15.103903,0,0,0.810253,?,?,?
1755,'2017/02/24 11:44:50:402',15,14.984194,0,0,0.800753,?,?,?
1756,'2017/02/24 11:44:50:420',15,14.984194,0,0,0.800753,?,?,?
1757,'2017/02/24 11:44:50:435',15,14.984194,0,0,0.800753,?,?,?
1758,'2017/02/24 11:44:50:454',15,15.400948,0,0,0.772869,?,?,?
1759,'2017/02/24 11:44:50:470',15,15.400948,0,0,0.772869,?,?,?
1760,'2017/02/24 11:44:50:486',15,15.400948,0,0,0.772869,?,?,?
1761,'2017/02/24 11:44:50:503',15,15.400948,0,0,0.772869,?,?,?
1762,'2017/02/24 11:44:50:519',15,15.962809,0,0,0.791489,?,?,?
1763,'2017/02/24 11:44:50:536',15,15.962809,0,0,0.791489,?,?,?
1764,'2017/02/24 11:44:50:554',15,16.441124,0,0,0.787687,?,?,?
1765,'2017/02/24 11:44:50:570',15,16.441124,0,0,0.787687,?,?,?
1766,'2017/02/24 11:44:50:587',15,16.441124,0,0,0.787687,?,?,?
1767,'2017/02/24 11:44:50:604',15,16.980326,0,0,0.852043,?,?,?
1768,'2017/02/24 11:44:50:620',15,16.980326,0,0,0.852043,?,?,?
1769,'2017/02/24 11:44:50:636',15,16.980326,0,0,0.852043,?,?,?
1770,'2017/02/24 11:44:50:653',15,16.980326,0,0,0.852043,?,?,?
1771,'2017/02/24 11:44:50:670',15,16.717342,0,0,1.140883,?,?,?
1772,'2017/02/24 11:44:50:687',15,16.717342,0,0,1.140883,?,?,?
1773,'2017/02/24 11:44:50:703',15,16.234135,0,0,1.457518,?,?,?
1774,'2017/02/24 11:44:50:720',15,16.234135,0,0,1.457518,?,?,?
1775,'2017/02/24 11:44:50:736',15,16.234135,0,0,1.457518,?,?,?
1776,'2017/02/24 11:44:50:753',15,15.85884,0,0,1.58908,?,?,?
1777,'2017/02/24 11:44:50:772',15,15.85884,0,0,1.58908,?,?,?
1778,'2017/02/24 11:44:50:786',15,15.85884,0,0,1.58908,?,?,?
1779,'2017/02/24 11:44:50:804',15,15.85884,0,0,1.58908,?,?,?
1780,'2017/02/24 11:44:50:820',15,15.199877,0,0,1.961793,?,?,?
1781,'2017/02/24 11:44:50:838',15,15.199877,0,0,1.961793,?,?,?
1782,'2017/02/24 11:44:50:853',15,15.004125,0,0,2.62517,?,?,?
1783,'2017/02/24 11:44:50:872',15,15.004125,0,0,2.62517,?,?,?
1784,'2017/02/24 11:44:50:887',15,15.004125,0,0,2.62517,?,?,?
1785,'2017/02/24 11:44:50:904',15,14.524199,0,0,4.185726,?,?,?
1786,'2017/02/24 11:44:50:921',15,14.524199,0,0,4.185726,?,?,?
1787,'2017/02/24 11:44:50:936',15,14.524199,0,0,4.185726,?,?,?
1788,'2017/02/24 11:44:50:954',15,14.524199,0,0,4.185726,?,?,?
1789,'2017/02/24 11:44:50:971',15,14.060562,0,0,4.782887,?,?,?
1790,'2017/02/24 11:44:50:989',15,14.060562,0,0,4.782887,?,?,?
1791,'2017/02/24 11:44:51:006',15,13.666873,0,0,4.998762,?,?,?
1792,'2017/02/24 11:44:51:022',15,13.666873,0,0,4.998762,?,?,?
1793,'2017/02/24 11:44:51:038',15,13.666873,0,0,4.998762,?,?,?
1794,'2017/02/24 11:44:51:054',15,13.721971,0,0,5.190777,?,?,?
1795,'2017/02/24 11:44:51:072',15,13.721971,0,0,5.190777,?,?,?
1796,'2017/02/24 11:44:51:087',15,13.721971,0,0,5.190777,?,?,?
1797,'2017/02/24 11:44:51:105',15,13.721971,0,0,5.190777,?,?,?
1798,'2017/02/24 11:44:51:122',15,14.146597,0,0,5.239902,?,?,?
1799,'2017/02/24 11:44:51:138',15,14.146597,0,0,5.239902,?,?,?
1800,'2017/02/24 11:44:51:155',15,16.029816,0,0,5.320487,?,?,?
1801,'2017/02/24 11:44:51:171',15,16.029816,0,0,5.320487,?,?,?
1802,'2017/02/24 11:44:51:187',15,16.029816,0,0,5.320487,?,?,?
1803,'2017/02/24 11:44:51:205',15,16.029816,0,0,5.320487,?,?,?
1804,'2017/02/24 11:44:51:221',15,16.029816,0,0,5.320487,?,?,?
1805,'2017/02/24 11:44:51:238',15,16.157036,0,0,5.32513,?,?,?
1806,'2017/02/24 11:44:51:254',15,16.157036,0,0,5.32513,?,?,?
1807,'2017/02/24 11:44:51:272',15,16.356339,0,0,5.328416,?,?,?
1808,'2017/02/24 11:44:51:289',15,16.830658,0,0,5.41668,?,?,?
1809,'2017/02/24 11:44:51:305',15,16.830658,0,0,5.41668,?,?,?
1810,'2017/02/24 11:44:51:321',15,16.830658,0,0,5.41668,?,?,?
1811,'2017/02/24 11:44:51:338',15,16.830658,0,0,5.41668,?,?,?
1812,'2017/02/24 11:44:51:356',15,16.591599,0,0,5.444633,?,?,?
1813,'2017/02/24 11:44:51:371',15,16.591599,0,0,5.444633,?,?,?
1814,'2017/02/24 11:44:51:390',15,16.591599,0,0,5.444633,?,?,?
1815,'2017/02/24 11:44:51:405',15,16.591599,0,0,5.444633,?,?,?
1816,'2017/02/24 11:44:51:421',15,16.612932,0,0,5.442492,?,?,?
1817,'2017/02/24 11:44:51:440',15,15.759805,0,0,5.479142,?,?,?
1818,'2017/02/24 11:44:51:455',15,15.759805,0,0,5.479142,?,?,?
1819,'2017/02/24 11:44:51:472',15,15.759805,0,0,5.479142,?,?,?
1820,'2017/02/24 11:44:51:490',15,15.759805,0,0,5.479142,?,?,?
1821,'2017/02/24 11:44:51:519',15,15.232781,0,0,5.607898,?,?,?
1822,'2017/02/24 11:44:51:545',15,15.232781,0,0,5.607898,?,?,?
1823,'2017/02/24 11:44:51:564',15,14.792098,0,0,5.714434,?,?,?
1824,'2017/02/24 11:44:51:581',15,14.792098,0,0,5.714434,?,?,?
1825,'2017/02/24 11:44:51:598',15,14.22832,0,0,5.703955,?,?,?
1826,'2017/02/24 11:44:51:614',15,14.22832,0,0,5.703955,?,?,?
1827,'2017/02/24 11:44:51:630',15,14.22832,0,0,5.703955,?,?,?
1828,'2017/02/24 11:44:51:647',15,14.22832,0,0,5.703955,?,?,?
1829,'2017/02/24 11:44:51:663',15,14.258801,0,0,5.616395,?,?,?
1830,'2017/02/24 11:44:51:680',15,14.258801,0,0,5.616395,?,?,?
1831,'2017/02/24 11:44:51:696',15,14.258801,0,0,5.616395,?,?,?
1832,'2017/02/24 11:44:51:715',15,14.9404,0,0,5.457782,?,?,?
1833,'2017/02/24 11:44:51:730',15,14.9404,0,0,5.457782,?,?,?
1834,'2017/02/24 11:44:51:747',15,15.073928,0,0,5.37899,?,?,?
1835,'2017/02/24 11:44:51:764',15,15.073928,0,0,5.37899,?,?,?
1836,'2017/02/24 11:44:51:780',15,15.073928,0,0,5.37899,?,?,?
1837,'2017/02/24 11:44:51:798',15,15.073928,0,0,5.37899,?,?,?
1838,'2017/02/24 11:44:51:814',15,15.434395,0,0,5.441982,?,?,?
1839,'2017/02/24 11:44:51:830',15,15.434395,0,0,5.441982,?,?,?
1840,'2017/02/24 11:44:51:847',15,15.434395,0,0,5.441982,?,?,?
1841,'2017/02/24 11:44:51:863',15,15.785678,0,0,5.5859,?,?,?
1842,'2017/02/24 11:44:51:880',15,15.785678,0,0,5.5859,?,?,?
1843,'2017/02/24 11:44:51:897',15,15.863121,0,0,4.464773,?,?,?
1844,'2017/02/24 11:44:51:914',15,15.863121,0,0,4.464773,?,?,?
1845,'2017/02/24 11:44:51:930',15,15.863121,0,0,4.464773,?,?,?
1846,'2017/02/24 11:44:51:948',15,15.863121,0,0,4.464773,?,?,?
1847,'2017/02/24 11:44:51:962',15,15.510369,0,0,3.95105,?,?,?
1848,'2017/02/24 11:44:51:979',15,15.510369,0,0,3.95105,?,?,?
1849,'2017/02/24 11:44:51:996',15,15.510369,0,0,3.95105,?,?,?
1850,'2017/02/24 11:44:52:015',15,15.449416,0,0,3.768239,?,?,?
1851,'2017/02/24 11:44:52:029',15,15.449416,0,0,3.768239,?,?,?
1852,'2017/02/24 11:44:52:047',15,15.322484,0,0,3.520129,?,?,?
1853,'2017/02/24 11:44:52:064',15,15.322484,0,0,3.520129,?,?,?
1854,'2017/02/24 11:44:52:080',15,15.322484,0,0,3.520129,?,?,?
1855,'2017/02/24 11:44:52:098',15,15.322484,0,0,3.520129,?,?,?
1856,'2017/02/24 11:44:52:112',15,14.786014,0,0,3.592594,?,?,?
1857,'2017/02/24 11:44:52:128',15,14.786014,0,0,3.592594,?,?,?
1858,'2017/02/24 11:44:52:144',15,14.786014,0,0,3.592594,?,?,?
1859,'2017/02/24 11:44:52:161',15,13.561984,0,0,3.536093,?,?,?
1860,'2017/02/24 11:44:52:177',15,13.561984,0,0,3.536093,?,?,?
1861,'2017/02/24 11:44:52:194',15,13.431734,0,0,3.640907,?,?,?
1862,'2017/02/24 11:44:52:210',15,13.431734,0,0,3.640907,?,?,?
1863,'2017/02/24 11:44:52:226',15,13.431734,0,0,3.640907,?,?,?
1864,'2017/02/24 11:44:52:241',15,13.431734,0,0,3.640907,?,?,?
1865,'2017/02/24 11:44:52:258',15,13.575999,0,0,3.635797,?,?,?
1866,'2017/02/24 11:44:52:275',15,13.575999,0,0,3.635797,?,?,?
1867,'2017/02/24 11:44:52:291',15,13.575999,0,0,3.635797,?,?,?
1868,'2017/02/24 11:44:52:310',15,13.325656,0,0,3.530432,?,?,?
1869,'2017/02/24 11:44:52:329',15,13.325656,0,0,3.530432,?,?,?
1870,'2017/02/24 11:44:52:343',15,13.325656,0,0,3.530432,?,?,?
1871,'2017/02/24 11:44:52:360',15,13.325656,0,0,3.530432,?,?,?
1872,'2017/02/24 11:44:52:377',15,13.580719,0,0,22.865265,?,?,?
1873,'2017/02/24 11:44:52:392',15,13.580719,0,0,22.865265,?,?,?
1874,'2017/02/24 11:44:52:408',15,13.620996,0,0,45.435425,?,?,?
1875,'2017/02/24 11:44:52:424',15,13.620996,0,0,45.435425,?,?,?
1876,'2017/02/24 11:44:52:441',15,13.620996,0,0,45.435425,?,?,?
1877,'2017/02/24 11:44:52:459',15,25.801462,0,0,54.567802,?,?,?
1878,'2017/02/24 11:44:52:475',15,25.801462,0,0,54.567802,?,?,?
1879,'2017/02/24 11:44:52:492',15,42.234039,0,0,77.328178,?,?,?
1880,'2017/02/24 11:44:52:508',15,42.234039,0,0,77.328178,?,?,?
1881,'2017/02/24 11:44:52:525',15,42.234039,0,0,77.328178,?,?,?
1882,'2017/02/24 11:47:04:999',16,0.159265,0,0,0,?,?,?
1883,'2017/02/24 11:47:05:016',16,0.159265,0,0,0,?,?,?
1884,'2017/02/24 11:47:05:032',16,0.05242,0,0,0,?,?,?
1885,'2017/02/24 11:47:05:049',16,0.05242,0,0,0,?,?,?
1886,'2017/02/24 11:47:05:066',16,0.030519,0,0,0,?,?,?
1887,'2017/02/24 11:47:05:082',16,0.030519,0,0,0,?,?,?
1888,'2017/02/24 11:47:05:098',16,0.030519,0,0,0,?,?,?
1889,'2017/02/24 11:47:05:116',16,0.030519,0,0,0,?,?,?
1890,'2017/02/24 11:47:05:132',16,0,0,0,0,?,?,?
1891,'2017/02/24 11:47:05:150',16,0,0,0,0,?,?,?
1892,'2017/02/24 11:47:05:165',16,0,0,0,0,?,?,?
1893,'2017/02/24 11:47:05:185',16,0,0,0,0,?,?,?
1894,'2017/02/24 11:47:05:199',16,0,0,0,0,?,?,?
1895,'2017/02/24 11:47:05:216',16,0,0,0,0,?,?,?
1896,'2017/02/24 11:47:05:232',16,0,0,0,0,?,?,?
1897,'2017/02/24 11:47:05:249',16,0,0,0,0,?,?,?
1898,'2017/02/24 11:47:05:266',16,0,0,0,0,?,?,?
1899,'2017/02/24 11:47:05:283',16,0,0,0,0,?,?,?
1900,'2017/02/24 11:47:05:299',16,0,0,0,0,?,?,?
1901,'2017/02/24 11:47:05:316',16,0,0,0,0,?,?,?
1902,'2017/02/24 11:47:05:333',16,0,0,0,0,?,?,?
1903,'2017/02/24 11:47:05:350',16,0,0,0,0,?,?,?
1904,'2017/02/24 11:47:05:368',16,0,0,0,0,?,?,?
1905,'2017/02/24 11:47:05:383',16,0,0,0,0,?,?,?
1906,'2017/02/24 11:47:05:417',16,0,0,0,0,?,?,?
1907,'2017/02/24 11:47:05:434',16,0,0,0,0,?,?,?
1908,'2017/02/24 11:47:05:449',16,0,0,0,0,?,?,?
1909,'2017/02/24 11:47:05:466',16,0,0,0,0,?,?,?
1910,'2017/02/24 11:47:05:484',16,0,0,0,0,?,?,?
1911,'2017/02/24 11:47:05:501',16,0,0,0,0,?,?,?
1912,'2017/02/24 11:47:05:517',16,0,0,0,0,?,?,?
1913,'2017/02/24 11:47:05:533',16,0,0,0,0,?,?,?
1914,'2017/02/24 11:47:05:550',16,0,0,0,0,?,?,?
1915,'2017/02/24 11:47:05:567',16,0,0,0,0,?,?,?
1916,'2017/02/24 11:47:05:583',16,0,0,0,0,?,?,?
1917,'2017/02/24 11:47:05:601',16,0,0,0,0,?,?,?
1918,'2017/02/24 11:47:05:617',16,0,0,0,0,?,?,?
1919,'2017/02/24 11:47:05:633',16,0,0,0,0,?,?,?
1920,'2017/02/24 11:47:05:650',16,0,0,0,0,?,?,?
1921,'2017/02/24 11:47:05:668',16,0,0,0,0,?,?,?
1922,'2017/02/24 11:47:05:685',16,0,0,0,0,?,?,?
1923,'2017/02/24 11:47:05:701',16,0,0,0,0,?,?,?
1924,'2017/02/24 11:47:05:718',16,0,0,0,0,?,?,?
1925,'2017/02/24 11:47:05:735',16,0,0,0,0,?,?,?
1926,'2017/02/24 11:47:05:752',16,0,0,0,0,?,?,?
1927,'2017/02/24 11:47:05:769',16,0,0,0,0,?,?,?
1928,'2017/02/24 11:47:05:785',16,0,0,0,0,?,?,?
1929,'2017/02/24 11:47:05:801',16,0,0,0,0,?,?,?
1930,'2017/02/24 11:47:05:820',16,0,0,0,0,?,?,?
1931,'2017/02/24 11:47:05:834',16,0,0,0,0,?,?,?
1932,'2017/02/24 11:47:05:851',16,0,0,0,0,?,?,?
1933,'2017/02/24 11:47:05:868',16,0,0,0,0,?,?,?
1934,'2017/02/24 11:47:05:886',16,0,0,0,0,?,?,?
1935,'2017/02/24 11:47:05:902',16,0,0,0,0,?,?,?
1936,'2017/02/24 11:47:05:920',16,0,0,0,0,?,?,?
1937,'2017/02/24 11:47:05:937',16,0,0,0,0,?,?,?
1938,'2017/02/24 11:47:05:951',16,0,0,0,0,?,?,?
1939,'2017/02/24 11:47:05:969',16,0,0,0,0,?,?,?
1940,'2017/02/24 11:47:05:986',16,0,0,0,0,?,?,?
1941,'2017/02/24 11:47:06:002',16,0,0,0,0,?,?,?
1942,'2017/02/24 11:47:06:020',16,0,0,0,0,?,?,?
1943,'2017/02/24 11:47:06:036',16,0,0,0,0,?,?,?
1944,'2017/02/24 11:47:06:051',16,0,0,0,0,?,?,?
1945,'2017/02/24 11:47:06:069',16,0,0,0,0,?,?,?
1946,'2017/02/24 11:47:06:103',16,0,0,0,0,?,?,?
1947,'2017/02/24 11:47:06:121',16,0,0,0,0,?,?,?
1948,'2017/02/24 11:47:06:138',16,0,0,0,0,?,?,?
1949,'2017/02/24 11:47:06:153',16,0,0,0,0,?,?,?
1950,'2017/02/24 11:47:06:173',16,0,0,0,0,?,?,?
1951,'2017/02/24 11:47:06:189',16,0,0,0,0,?,?,?
1952,'2017/02/24 11:47:06:206',16,0,0,0,0,?,?,?
1953,'2017/02/24 11:47:06:222',16,0,0,0,0,?,?,?
1954,'2017/02/24 11:47:06:252',16,0,0,0,0,?,?,?
1955,'2017/02/24 11:47:06:269',16,0,0,0,0,?,?,?
1956,'2017/02/24 11:47:06:287',16,0,0,0,0,?,?,?
1957,'2017/02/24 11:47:06:302',16,0,0,0,0,?,?,?
1958,'2017/02/24 11:47:06:320',16,0,0,0,0,?,?,?
1959,'2017/02/24 11:47:06:335',16,0,0,0,0,?,?,?
1960,'2017/02/24 11:47:06:353',16,0,0,0,0,?,?,?
1961,'2017/02/24 11:47:06:371',16,0,0,0,0,?,?,?
1962,'2017/02/24 11:47:06:388',16,0,0,0,0,?,?,?
1963,'2017/02/24 11:47:06:403',16,0,0,0,0,?,?,?
1964,'2017/02/24 11:47:06:420',16,0,0,0,0,?,?,?
1965,'2017/02/24 11:47:06:437',16,0,0,0,0,?,?,?
1966,'2017/02/24 11:47:06:456',16,0,0,0,0,?,?,?
1967,'2017/02/24 11:47:06:472',16,0,0,0,0,?,?,?
1968,'2017/02/24 11:47:06:486',16,0,0,0,0,?,?,?
1969,'2017/02/24 11:47:06:503',16,0,0,0,0,?,?,?
1970,'2017/02/24 11:47:06:519',16,0,0,0,0,?,?,?
1971,'2017/02/24 11:47:06:536',16,0,0,0,0,?,?,?
1972,'2017/02/24 11:47:06:553',16,0,0,0,0,?,?,?
1973,'2017/02/24 11:47:06:570',16,0,0,0,0,?,?,?
1974,'2017/02/24 11:47:06:588',16,0,0,0,0,?,?,?
1975,'2017/02/24 11:47:06:603',16,0,0,0,0,?,?,?
1976,'2017/02/24 11:47:06:621',16,0,0,0,0,?,?,?
1977,'2017/02/24 11:47:06:636',16,0,0,0,0,?,?,?
1978,'2017/02/24 11:47:06:654',16,0,0,0,0,?,?,?
1979,'2017/02/24 11:47:06:670',16,0,0,0,0,?,?,?
1980,'2017/02/24 11:47:06:687',16,0,0,0,0,?,?,?
1981,'2017/02/24 11:47:06:704',16,0,0,0,0,?,?,?
1982,'2017/02/24 11:47:06:721',16,0,0,0,0,?,?,?
1983,'2017/02/24 11:47:06:737',16,0,0,0,0,?,?,?
1984,'2017/02/24 11:47:06:754',16,0,0,0,0,?,?,?
1985,'2017/02/24 11:47:06:774',16,0,0,0,0,?,?,?
1986,'2017/02/24 11:47:06:788',16,0,0,0,0,?,?,?
1987,'2017/02/24 11:47:06:805',16,0,0,0,0,?,?,?
1988,'2017/02/24 11:47:06:821',16,0,0,0,0,?,?,?
1989,'2017/02/24 11:47:06:837',16,0,0,0,6.445113,?,?,?
1990,'2017/02/24 11:47:06:854',16,0,0,0,6.445113,?,?,?
1991,'2017/02/24 11:47:06:872',16,0,0,0,6.445113,?,?,?
1992,'2017/02/24 11:47:06:888',16,0,0,0,8.696011,?,?,?
1993,'2017/02/24 11:47:06:905',16,0,0,0,8.696011,?,?,?
1994,'2017/02/24 11:47:06:921',16,0,0,0,8.696011,?,?,?
1995,'2017/02/24 11:47:06:937',16,0,0,0,8.696011,?,?,?
1996,'2017/02/24 11:47:06:955',16,0,0,0,13.073066,?,?,?
1997,'2017/02/24 11:47:06:972',16,0,0,0,13.073066,?,?,?
1998,'2017/02/24 11:47:06:989',16,0,0,0,13.426506,?,?,?
1999,'2017/02/24 11:47:07:005',16,0,0,0,13.426506,?,?,?
2000,'2017/02/24 11:47:07:021',16,0,0,0,13.426506,?,?,?
2001,'2017/02/24 11:47:07:039',16,0,0,0,13.683888,?,?,?
2002,'2017/02/24 11:47:07:055',16,0,0,0,13.683888,?,?,?
2003,'2017/02/24 11:47:07:074',16,0,0,0,13.735497,?,?,?
2004,'2017/02/24 11:47:07:088',16,0,0,0,13.735497,?,?,?
2005,'2017/02/24 11:47:07:104',16,0,0,0,13.735497,?,?,?
2006,'2017/02/24 11:47:07:122',16,0,0,0,13.735497,?,?,?
2007,'2017/02/24 11:47:07:139',16,0,0,0,13.814664,?,?,?
2008,'2017/02/24 11:47:07:155',16,0,0,0,13.814664,?,?,?
2009,'2017/02/24 11:47:07:171',16,0,0,0,13.814664,?,?,?
2010,'2017/02/24 11:47:07:189',16,0,0,0,13.908682,?,?,?
2011,'2017/02/24 11:47:07:204',16,0,0,0,13.908682,?,?,?
2012,'2017/02/24 11:47:07:222',16,0,0,0,13.99766,?,?,?
2013,'2017/02/24 11:47:07:239',16,0,0,0,13.99766,?,?,?
2014,'2017/02/24 11:47:07:255',16,0,0,0,13.99766,?,?,?
2015,'2017/02/24 11:47:07:271',16,0,0,0,13.99766,?,?,?
2016,'2017/02/24 11:47:07:288',16,0,0,0,13.99766,?,?,?
2017,'2017/02/24 11:47:07:304',16,0,0,0,13.99766,?,?,?
2018,'2017/02/24 11:47:07:323',16,0,0,0,14.069592,?,?,?
2019,'2017/02/24 11:47:07:339',16,0,0,0,14.069592,?,?,?
2020,'2017/02/24 11:47:07:355',16,0,0,0,14.069592,?,?,?
2021,'2017/02/24 11:47:07:372',16,0.221977,0,0,15.73001,?,?,?
2022,'2017/02/24 11:47:07:391',16,0.221977,0,0,15.73001,?,?,?
2023,'2017/02/24 11:47:07:406',16,0.254583,0,0,16.165466,?,?,?
2024,'2017/02/24 11:47:07:423',16,0.254583,0,0,16.165466,?,?,?
2025,'2017/02/24 11:47:07:439',16,0.254583,0,0,16.165466,?,?,?
2026,'2017/02/24 11:47:07:456',16,0.254583,0,0,16.165466,?,?,?
2027,'2017/02/24 11:47:07:473',16,0.264866,0,0,16.246401,?,?,?
2028,'2017/02/24 11:47:07:489',16,0.264866,0,0,16.246401,?,?,?
2029,'2017/02/24 11:47:07:506',16,0.264866,0,0,16.246401,?,?,?
2030,'2017/02/24 11:47:07:523',16,0.341644,0,0,16.2614,?,?,?
2031,'2017/02/24 11:47:07:538',16,0.341644,0,0,16.2614,?,?,?
2032,'2017/02/24 11:47:07:556',16,0.477684,0,0,16.272917,?,?,?
2033,'2017/02/24 11:47:07:573',16,0.477684,0,0,16.272917,?,?,?
2034,'2017/02/24 11:47:07:589',16,0.477684,0,0,16.272917,?,?,?
2035,'2017/02/24 11:47:31:504',17,1.410264,0,0,150.601852,?,?,?
2036,'2017/02/24 11:47:31:521',17,1.410264,0,0,150.601852,?,?,?
2037,'2017/02/24 11:47:31:537',17,1.410264,0,0,150.601852,?,?,?
2038,'2017/02/24 11:47:31:554',17,1.453447,0,0,150.99472,?,?,?
2039,'2017/02/24 11:47:31:571',17,1.453447,0,0,150.99472,?,?,?
2040,'2017/02/24 11:47:31:588',17,1.453447,0,0,150.99472,?,?,?
2041,'2017/02/24 11:47:31:604',17,1.453447,0,0,150.99472,?,?,?
2042,'2017/02/24 11:47:31:621',17,1.480534,0,0,153.237213,?,?,?
2043,'2017/02/24 11:47:31:637',17,1.480534,0,0,153.237213,?,?,?
2044,'2017/02/24 11:47:31:655',17,1.50866,0,0,154.039597,?,?,?
2045,'2017/02/24 11:47:31:673',17,1.522619,0,0,155.646423,?,?,?
2046,'2017/02/24 11:47:31:688',17,1.522619,0,0,155.646423,?,?,?
2047,'2017/02/24 11:47:31:704',17,1.522619,0,0,155.646423,?,?,?
